100000 149997
71965 63905 94
45328 36266 14
92177 68879 18
79077 39645 48
85635 13308 62
88942 13241 90
89267 386 17
53272 83270 61
78430 17738 42
9103 9386 24
96560 55696 13
47164 17185 95
91255 39885 56
13992 25213 10
5011 54326 88
78776 93956 13
2100 8033 76
18583 7698 68
19475 79694 86
8231 15299 76
74177 65641 97
67066 64814 9
56251 63225 74
39263 23388 96
63549 24335 90
83516 76929 64
99055 84713 80
76777 90729 42
23352 92340 1
52702 66403 50
54184 14806 16
91075 5735 29
25605 80893 68
84346 12268 60
63540 41908 61
64529 71002 79
74353 86025 72
81508 52172 6
48530 31804 60
96533 55471 79
21082 61962 8
9813 71839 2
44904 71744 64
65374 23278 59
42622 91221 75
80410 47873 73
65229 48098 46
45554 15977 76
28940 31005 80
69729 6040 27
2493 89177 60
65981 80514 5
96903 6663 55
75010 12273 14
44536 35576 12
40631 75670 54
21989 81794 57
65625 91384 41
62633 63056 20
61490 84009 7
20775 47158 18
54376 74103 79
44121 67805 94
26363 35480 88
70644 17943 43
56805 23812 49
61805 87113 71
94449 35860 12
99243 99812 43
73112 49790 21
73986 43766 12
99878 26902 18
45603 81494 100
96176 87777 76
72835 37186 65
88770 2595 11
48134 62690 71
31600 96251 90
21325 56897 89
95039 5547 26
56627 41415 16
68800 15515 99
90434 77725 51
92753 55344 79
81879 32417 76
87414 74829 67
36807 99385 92
66032 961 77
40168 13715 8
18664 24739 55
93530 93927 44
42248 87090 19
83508 18078 77
62470 6682 71
4843 1499 98
31493 98928 99
94116 37162 28
53446 82236 54
60261 19275 25
19014 85859 81
77627 91111 40
32099 31709 90
44527 46389 46
46716 27549 35
9877 81156 76
23583 8931 70
66034 32533 10
1234 95132 50
7441 62998 27
89939 61426 41
54304 16153 35
291 55301 41
25170 16788 69
16961 90545 28
66603 72118 54
40488 37526 90
52287 98712 36
9618 29016 12
69566 19581 92
50579 48093 45
15678 64999 100
30442 68999 14
30668 98052 92
36772 14596 75
34253 3462 81
26553 19644 42
19985 56928 53
9473 11276 22
30571 20706 26
43332 80096 80
8706 67779 67
66853 39791 72
58535 22138 77
24833 45044 8
16416 8203 62
30753 92827 48
83699 34064 99
28479 10698 75
97788 87988 51
35363 72912 87
29858 14344 97
29077 18683 4
41252 54732 73
49175 22603 56
35264 69701 9
2796 1578 30
65611 48886 34
77807 96788 16
63280 52484 6
19484 51610 27
46081 3433 64
61846 10403 61
86066 23088 92
98600 31143 24
89523 87297 28
21352 12908 88
31497 80627 24
36037 96598 91
12961 17487 90
44905 89119 87
59298 13685 79
48229 46875 5
14667 88670 33
55048 56969 96
5279 72150 74
45497 83228 48
87205 52939 89
5710 87387 42
19970 71892 67
19771 73251 58
83578 90389 61
51539 14073 70
81109 17001 5
69020 242 65
99429 58583 87
23275 33953 88
35005 77225 30
30007 98265 92
5396 4620 52
1335 52074 100
11398 70120 2
73563 57502 19
87243 50927 26
66326 14343 65
61940 17468 37
43847 22807 29
16596 24244 65
34891 34513 37
8613 4662 48
28425 13348 61
59186 43349 97
94749 89397 35
79975 59435 46
72838 20642 74
27604 56820 90
86421 17774 17
28036 28882 84
95301 88662 22
2521 98493 9
75866 3627 70
20095 34100 2
71475 67559 3
77498 18454 6
97231 59470 70
48910 44604 100
80461 88710 45
47810 22135 90
18660 37018 56
43433 59815 86
16576 48211 36
62393 10949 38
29449 48727 2
23933 36907 7
95639 12034 73
20865 33988 51
56711 2366 10
42921 52010 28
70325 85695 66
84219 9730 70
5240 31493 46
47110 47155 60
10183 28888 41
11942 37248 64
88096 20535 98
57358 34015 65
67948 184 73
95559 5173 16
17125 75625 100
57590 69830 24
44473 88120 20
14923 57648 11
20538 64777 7
51689 7995 37
97744 3220 16
89546 14698 45
40610 71273 6
55800 34721 99
1523 79950 80
78669 85193 74
29788 2132 17
11484 34441 68
73469 47435 10
15313 24634 84
11577 63242 20
53029 56803 25
7027 79519 23
8912 84653 50
98417 18554 1
33423 26112 99
48148 21307 41
50704 63004 87
85966 65829 2
18601 72937 25
94092 30686 3
55598 91771 59
3483 7280 75
26187 87026 29
75761 62496 91
68310 67090 82
96706 39328 73
88426 17743 88
54909 41115 80
14860 98559 82
81654 44348 68
39814 13571 32
34668 69130 21
83602 10103 33
20574 94681 17
59138 20178 62
60714 95182 70
28198 12897 62
53585 33116 91
32150 23580 42
28477 54908 85
65028 92789 4
76245 64830 61
81131 94653 76
42871 67107 57
58402 21117 71
41509 83462 72
31894 52749 86
20031 44622 73
13635 39260 96
99732 23701 15
71071 72721 70
33226 84907 49
63456 24273 43
292 60233 18
90712 50240 12
67787 73952 65
6220 45629 64
71441 14971 94
87897 65822 73
3648 84032 16
85611 72327 1
57359 34059 38
15208 30205 26
23393 31303 68
15621 48726 50
9606 57583 25
33422 4770 21
74139 99825 41
67605 18040 73
19750 67463 12
7554 11196 63
17577 10910 2
56411 82858 99
98703 53575 70
19671 82831 87
2932 73120 17
55564 88238 49
40651 47992 35
1583 52784 57
92612 65211 33
24026 32370 81
82618 79204 5
73275 61126 5
59989 97487 35
38153 2637 45
28671 43977 52
41611 68915 94
89705 12714 1
4706 71029 12
56197 51238 13
58838 8063 5
52128 87118 54
77074 10990 76
5604 73242 39
74387 46957 26
65397 44799 96
194 75361 93
52052 33786 92
91071 96371 74
22631 27487 75
29507 98668 57
96225 68220 63
38938 81463 46
97588 22615 82
98294 48273 40
6985 42320 8
41205 60345 67
24673 97193 36
95726 93339 29
78825 60055 15
59009 71492 13
68214 67175 28
71226 8471 78
79793 65838 16
90762 76576 16
33177 73802 67
10113 132 49
1473 41349 71
64434 58359 33
45464 92430 8
24959 70803 87
74216 75485 61
24704 96137 31
59593 17104 7
94042 46985 86
47139 852 73
4492 55213 1
4247 18433 53
47260 27227 94
39390 40845 2
54909 16262 48
99532 11248 19
49757 57908 7
44434 93920 84
83979 32320 37
36885 20986 42
88150 45931 67
93348 58173 7
99073 48838 25
59494 28026 99
86729 398 62
79194 16646 53
396 91840 49
68004 9618 81
11294 59969 55
78957 73653 44
77326 5423 3
54930 90956 56
59487 98369 92
10992 99765 52
71822 14664 32
8032 34312 46
32285 9428 81
36743 19428 37
6611 8512 98
20683 95218 19
5056 67044 80
3071 98865 61
737 98341 80
65986 34079 33
32394 30461 80
75506 1971 72
11314 49692 58
19084 90965 4
50016 38851 97
40433 23890 15
73703 98928 59
38062 88682 98
71205 91133 19
20931 78533 98
13338 34612 59
81971 10415 23
18907 18402 83
8721 74815 70
2434 9729 36
81979 9923 85
44199 32833 66
74515 77978 89
4245 62504 48
47048 53964 37
13293 61048 39
71382 89136 47
64505 8518 12
98411 35917 79
40824 24503 91
21326 79558 38
41695 52658 64
96759 3351 33
26965 88687 10
11606 28377 67
461 53431 80
53460 30358 7
97877 10617 43
42423 41504 46
8537 47670 16
57768 38703 93
86299 88421 38
91155 99192 30
84808 41393 83
1502 36556 41
82616 61107 14
84501 25980 10
46818 98028 77
46507 55035 59
27038 35907 93
443 10739 53
74706 46344 37
8700 69559 42
7016 61227 87
61275 67737 7
19530 16203 19
27582 76950 45
29870 55277 68
46755 36183 98
96239 22665 31
39994 56506 25
7859 85552 1
97575 60728 9
65470 97392 61
79759 73821 11
81040 22542 41
21600 58334 80
73705 35601 12
63920 46186 95
14438 51176 96
65073 26723 82
41499 75444 24
8411 73990 45
55696 77554 52
47827 95333 72
21307 848 65
51834 35433 81
44214 87359 34
65297 87706 69
40618 2986 36
34090 30480 89
63593 64835 48
13743 94705 87
65038 43922 75
88073 8954 71
57591 22267 58
27250 19682 95
23243 43040 40
251 20389 4
73170 36557 20
6853 13042 17
98673 77272 56
50586 21171 45
99866 81980 18
16842 30143 79
72745 58023 48
81696 80446 78
49401 64911 71
93822 97499 72
20703 29019 85
79690 81499 92
40354 50005 7
60153 11613 92
48521 85879 100
82466 81301 90
53324 11560 47
7200 15468 4
33771 43770 82
17752 66649 94
43722 71486 16
49879 48203 85
84273 40369 54
96505 18280 51
97399 75592 67
14451 33161 28
22478 13385 98
65933 44016 89
7827 61667 94
15711 37652 98
53954 86558 81
42949 34001 71
1388 32578 64
65053 25630 72
89576 46000 15
30024 99006 32
8700 85037 36
38157 98366 72
6200 66313 56
4994 78491 87
32766 61088 13
51887 40432 58
52881 44866 44
99682 91046 87
29666 84486 51
45726 90536 75
76560 75500 19
90955 14448 33
83609 79493 2
6688 85782 53
17115 78607 88
3205 22502 58
46147 14070 48
22228 12155 21
45835 49799 25
36401 4395 25
22928 46809 53
38637 70006 66
70616 98560 61
86183 19646 57
29996 55237 74
56414 19870 11
3486 3724 52
56575 70150 10
22858 15003 37
89578 25826 30
54191 51 54
49679 91764 4
38807 92408 100
50186 24421 79
48549 90495 55
2394 3596 14
83543 13173 31
42953 41376 54
24363 85047 95
5820 63837 52
12602 54616 35
66040 78454 36
8277 50871 75
11650 79904 85
70455 9741 55
62198 52630 86
54221 15529 54
40845 53009 7
11033 90125 60
45515 47072 20
99437 65827 94
89976 42226 33
73285 7086 3
36157 36839 83
53807 74853 27
68197 54997 15
12812 4340 2
15468 79214 70
60747 81237 12
73595 69597 28
20074 8173 54
97101 88407 64
2696 75007 78
42274 7595 61
89008 17520 35
56362 45489 33
28930 81452 59
75376 88290 57
39399 65936 10
2813 37488 84
2133 34904 97
32898 1298 31
64931 89113 93
33462 38919 4
86434 38802 89
75423 31079 33
98999 10006 29
69001 53140 69
98584 70105 44
43558 73739 33
54734 87642 15
32213 57451 48
46193 3353 33
29283 39753 76
3009 63455 57
22794 90028 75
98147 46530 85
14393 96916 48
72733 44101 88
88886 72921 61
1002 45707 7
16026 78258 72
24696 53255 25
40811 84219 93
93544 7226 52
21301 69363 29
82017 70136 58
46192 20525 57
16296 85687 39
68147 47873 93
86587 2817 73
21078 98327 60
12103 819 98
45890 76089 89
30680 90251 73
94707 42037 84
82481 3496 84
85921 1477 2
23969 21695 95
87894 95460 48
39040 47638 72
86263 3471 48
67197 42722 87
37659 80854 68
29903 30067 99
28705 81678 4
37067 80033 23
35849 39672 8
79818 16998 10
98688 17818 49
76607 47827 1
96941 97612 17
48356 43521 31
16731 84848 36
43045 99559 48
82168 38468 86
69241 47014 47
71239 7195 58
45462 16108 25
51420 25567 40
56531 52423 91
93477 2384 22
22008 24326 22
91954 56630 78
74848 7422 10
54785 4775 51
25043 49486 74
57221 29853 54
5395 60142 81
88831 40423 69
48576 58715 96
14351 31975 60
84806 27532 7
38920 32139 43
11651 87998 24
15453 75276 47
19931 19498 74
58498 68226 10
7418 37178 14
30271 48609 14
38100 11923 71
75338 44003 78
94972 74418 72
19658 53442 58
33372 99145 91
91873 97636 43
28168 96899 87
81724 47175 88
38201 46188 60
1092 8038 11
58813 27631 98
13582 93877 23
22804 80236 6
86516 15678 22
14562 82617 87
42332 56421 96
24971 51914 27
50877 5319 35
45117 30250 84
32643 70851 80
79979 83835 53
83084 34515 68
80481 49627 18
64485 1854 37
31616 33828 2
32688 13001 58
87162 86118 60
76448 17230 38
35405 50403 68
72388 23053 54
87006 43207 33
59997 76746 97
29510 56874 67
49471 75247 38
70999 44583 31
96304 81315 66
53082 66961 5
39206 22751 78
67563 73374 68
27540 80880 73
27086 58133 18
53420 40335 85
2455 65908 41
72005 12057 39
87914 25144 80
55498 14823 65
32498 19418 94
71638 24868 19
96294 25318 70
98998 34582 34
58309 79626 16
96335 51440 10
18998 60150 38
41419 34550 14
61905 96367 23
76051 71079 49
17138 58082 73
44433 37482 95
55770 94725 57
22741 67341 4
87244 62146 95
18278 76782 12
48267 6588 84
34351 59395 84
1287 37282 57
23253 28069 14
13813 50096 27
37101 11078 28
29536 92996 98
47556 91424 29
37476 84398 28
37204 48361 8
55369 34381 2
10699 99373 10
32286 86955 14
71302 33803 41
37345 594 28
49797 85321 25
59931 5213 78
44876 21451 85
36023 14607 88
38251 72735 34
92928 57249 74
96034 215 9
29575 82611 87
48574 1415 64
10928 27509 65
266 17639 88
78666 80091 73
96440 49707 8
83514 80945 36
20907 23664 81
31397 65915 13
55181 36511 70
18831 8408 64
47465 65238 96
20097 13188 13
79283 99911 73
67970 50131 33
76842 37776 56
89106 3643 72
74361 37255 84
96715 96805 24
99136 86949 24
47405 56570 66
11992 21191 75
57887 64188 57
3170 48769 99
81891 11220 2
89270 39216 48
42388 80380 78
23557 37951 10
15690 45297 34
14723 44420 27
98251 28515 90
85919 9975 88
42922 80831 76
6339 71916 63
73213 82895 49
74944 14684 87
80996 69971 79
86930 78767 3
96113 90815 16
32963 5266 49
23470 78148 46
20863 40675 81
61909 55684 98
17914 77475 85
24062 52733 12
10360 87515 17
36316 53058 63
47460 44607 23
16631 26768 66
86712 25998 34
45818 30160 57
40441 76612 34
17134 93686 68
47092 64115 53
94665 15091 94
5111 92266 35
76944 32859 99
54261 76054 12
79986 42968 88
24953 38952 6
85893 89101 70
36143 82742 92
51431 20573 50
32389 68126 88
72289 44241 71
70010 85150 59
42093 86049 47
93123 48317 81
5954 23323 76
37088 66852 88
46336 18661 53
39228 9677 67
16902 63198 24
11044 7251 76
96285 27146 93
55749 32760 50
43920 27356 21
10665 41487 37
40578 67388 65
93539 69372 74
68138 71392 53
86316 70468 63
33868 30978 46
81234 64827 6
21662 66654 27
11121 45072 37
57888 15148 89
44322 4319 6
49841 55690 92
92831 58843 71
94919 86187 53
75955 74945 1
89068 83864 88
15236 71942 97
79933 15295 58
89999 3359 49
78162 48150 80
57726 61059 1
12000 38918 66
61048 83655 56
51740 81365 45
82780 61274 7
70554 61277 81
40793 79596 63
1325 86737 71
90294 40507 80
87902 47457 62
51113 81089 76
6853 65692 40
51578 10277 82
49953 15373 63
37229 80074 6
20099 72981 61
55075 52746 2
14522 30010 64
57482 11644 20
31026 36836 3
86835 26476 71
48748 91723 6
32813 28733 27
60598 24488 30
95010 30393 78
82914 59071 42
52307 53369 41
2353 32379 99
25873 56486 57
65928 19983 3
33454 37694 32
12608 64739 56
51034 36485 58
89452 27468 53
77395 72650 82
65856 48034 99
97495 73435 82
69873 46421 22
26614 60033 34
43166 4765 2
99682 22010 12
61936 12618 5
78752 53136 13
63798 83321 30
35149 95442 27
45397 61539 5
20562 18895 55
88629 15848 24
78606 61719 36
20849 37050 91
97607 96016 15
37848 73102 26
18355 7077 88
46115 90596 92
10845 32956 9
30207 70970 44
30501 83886 18
18605 9805 65
18408 62451 55
18901 44730 37
72302 58648 98
58744 47090 56
86034 85112 17
70644 22030 78
79549 53617 19
92821 85647 45
83820 89476 29
43708 58858 7
38892 97610 98
70439 90171 28
41347 39603 69
18148 92168 33
31601 69539 75
56886 3468 64
9179 7152 14
49617 55134 74
28464 52802 67
73737 66735 88
64663 4760 75
23277 48967 25
78213 82636 40
10989 32294 7
19027 98419 43
37518 8690 15
96340 91448 1
78763 86582 19
77405 47965 62
33859 37298 68
72081 72801 15
48634 17123 61
96633 43761 23
11660 4180 57
84676 2723 41
17156 75022 16
36459 26427 2
63849 14462 80
46319 737 37
74264 73740 77
82022 46338 39
32632 92180 71
17462 94000 12
14536 45208 95
39718 77387 53
86484 75399 76
57992 12514 97
1911 25847 36
86660 28814 66
91088 19894 80
43249 38829 16
25327 61284 82
93568 15729 40
84770 61726 12
92686 26141 56
23259 53652 36
56574 97259 95
13943 59585 28
25043 95047 8
3607 98253 55
50390 53442 39
63805 21166 82
85803 86708 3
54392 22151 39
14713 9224 26
32426 80806 70
95855 3756 74
30599 74697 70
14996 41117 81
48987 55750 19
15235 52642 49
68275 64882 62
87844 42303 22
83267 43297 36
8425 70633 82
4545 46070 64
71031 49544 78
44146 5043 30
65341 36873 91
96838 58200 19
28989 5193 95
36398 20894 72
60698 39972 82
94196 40299 49
96103 17275 30
10940 16831 3
44968 22172 27
25066 3527 93
61729 94998 5
52125 28673 79
76603 50981 24
86672 1840 49
61629 23242 87
70586 98589 74
8689 49079 76
27875 52893 37
29223 50340 83
43995 17377 22
30451 29535 3
14111 60972 35
62090 35788 2
80485 84787 97
18721 15220 79
73420 23440 64
86988 78035 2
56833 4605 52
35668 65642 48
15623 8439 54
28251 92570 61
29102 11500 30
80946 30153 69
67788 52837 1
65442 61565 38
29467 91825 74
33810 55481 39
79365 68713 77
1522 66421 19
23448 833 20
49087 26831 12
21075 50410 83
7876 47917 58
52311 34603 57
40733 7779 60
88640 65729 59
27534 72391 42
21093 4621 91
69668 20627 37
29346 78349 81
73967 36390 30
14966 66925 14
89947 79772 15
1627 67413 6
49224 94395 62
26188 97674 58
53172 54309 35
7027 90065 42
29 23101 37
21279 80060 63
43416 30948 67
68538 78852 35
78174 76272 90
68963 14154 26
96642 60831 48
1827 29523 68
49075 19394 27
75986 19440 70
19710 38536 90
82797 76886 31
1758 68033 52
91195 98875 60
42719 29302 37
16251 70655 35
43442 32783 51
81155 30719 84
55501 18479 83
52131 81692 91
54286 75961 83
50966 47781 75
97190 38877 89
64535 77503 38
44795 33023 42
47552 59355 54
42411 58180 30
53678 36987 90
4124 48911 34
57757 49676 22
3991 93373 65
46443 35260 95
51051 22854 89
18455 62006 21
2566 5076 22
28216 48142 90
62640 78761 49
72773 49642 19
95229 93862 10
80926 13752 7
72750 33894 50
52515 41595 7
13836 15451 5
64895 16075 59
95260 34407 5
22179 76468 90
57553 73829 5
3505 9892 59
26895 73319 31
74774 19406 23
34849 56773 72
22634 65520 17
36832 46119 41
45964 27512 78
87790 37851 32
24802 17325 9
19459 85020 21
42891 85510 29
76282 43655 36
42732 49037 12
16960 40144 85
35238 72447 25
95549 56442 18
13477 76936 50
40846 61498 39
3400 88590 6
55020 71919 23
75487 2864 87
82533 87989 55
81206 77184 73
49679 99266 70
34798 39616 75
51134 75396 21
42237 21613 47
59067 53136 38
